               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.018704,           0.0084171,                   0,             0.92237,             0.88034,             0.92445,             0.62314,            0.038272,            0.014241,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.017486,           0.0083145,                   0,             0.92214,             0.87756,             0.92058,             0.59237,            0.038324,            0.014688,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.017552,           0.0079521,                   0,                   1,             0.81067,             0.93862,             0.61957,            0.037006,            0.014661,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.019781,           0.0085949,                   0,                   1,             0.81194,             0.94224,             0.63116,            0.036048,            0.014889,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.019137,           0.0090806,                   0,                   1,             0.81024,             0.94526,             0.63986,            0.037299,            0.014519,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,             0.01997,           0.0095769,                   0,                   1,             0.80759,             0.94799,             0.64065,            0.036777,            0.014037,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.017867,           0.0092762,                   0,                   1,             0.81142,             0.96483,             0.64309,            0.035876,             0.01294,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.016635,           0.0094482,                   0,                   1,             0.84902,              0.9663,             0.61827,            0.037045,            0.012748,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.017387,           0.0090175,                   0,                   1,             0.85093,             0.93604,             0.60786,            0.036554,            0.012126,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,             0.01942,           0.0081191,                   0,             0.92305,             0.92593,             0.96165,             0.62074,            0.036938,            0.011803,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.017391,           0.0085638,                   0,             0.92037,             0.92593,             0.96283,             0.62518,            0.037976,            0.011584,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.019131,           0.0088552,                   0,             0.92462,             0.92593,             0.96235,             0.62568,            0.038029,             0.01142,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.019669,            0.010708,                   0,             0.92552,             0.92593,             0.96266,             0.64118,            0.036958,            0.011267,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.017535,           0.0088587,                   0,             0.88086,             0.92593,             0.96134,             0.63783,            0.036921,            0.011349,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.017791,           0.0098839,                   0,             0.88593,             0.92593,              0.9696,             0.63913,            0.036117,            0.011114,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.018521,           0.0080328,                   0,             0.89607,             0.95815,             0.96936,             0.64439,            0.035162,            0.010708,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.017821,           0.0088523,                   0,             0.89613,             0.95876,             0.96747,             0.63602,             0.03575,            0.010893,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.017598,           0.0080649,                   0,             0.88803,             0.92593,             0.96178,             0.63967,            0.035424,            0.010979,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.016501,           0.0081086,                   0,             0.89174,             0.96296,             0.96029,             0.64397,            0.035492,            0.011183,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.019734,           0.0085775,                   0,             0.89617,             0.95909,             0.95495,             0.62655,            0.035775,            0.011622,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.018678,            0.008412,                   0,             0.89127,             0.96296,             0.95655,             0.63342,            0.035724,            0.011814,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.018198,            0.008981,                   0,             0.89244,             0.92203,              0.9536,             0.62428,            0.036058,            0.011888,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.018579,           0.0090467,                   0,             0.92426,             0.90429,             0.95273,             0.62311,            0.036858,             0.01178,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.017843,           0.0088433,                   0,             0.91987,             0.88889,             0.94895,             0.62041,            0.035426,            0.012229,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.016919,           0.0076892,                   0,             0.91925,             0.92593,             0.95315,             0.62329,            0.034961,            0.012148,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,             0.01853,           0.0093312,                   0,             0.88932,             0.96296,             0.95421,             0.63337,            0.035976,            0.011802,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.020093,           0.0092155,                   0,             0.88324,             0.92593,             0.94823,             0.63976,            0.035147,              0.0129,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,             0.01634,           0.0093093,                   0,             0.88524,             0.92593,             0.94889,             0.64207,            0.034422,            0.013112,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.018732,            0.008531,                   0,             0.90508,             0.92593,             0.95418,             0.65355,            0.035259,            0.012559,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.018147,           0.0097397,                   0,             0.89446,               0.942,             0.95865,             0.64833,            0.035424,            0.012325,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019245,           0.0081617,                   0,             0.94231,             0.85185,             0.95779,             0.64807,            0.035819,            0.012638,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.015835,           0.0083342,                   0,             0.92657,             0.85185,             0.96107,              0.6482,            0.035332,            0.012538,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.017507,           0.0087949,                   0,             0.89122,             0.91068,             0.95941,             0.65169,            0.034562,            0.012537,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.019506,           0.0093117,                   0,             0.88152,             0.92593,             0.95841,             0.65405,             0.03397,            0.012848,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,             0.01629,           0.0085694,                   0,             0.89259,             0.92342,             0.95789,             0.64955,            0.034295,            0.012472,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.016466,           0.0081152,                   0,             0.95976,             0.88356,             0.95944,             0.66346,            0.034643,            0.012505,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.018193,           0.0087704,                   0,              0.9598,              0.8845,             0.95992,             0.65507,            0.035639,            0.012621,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.017256,           0.0082715,                   0,             0.95993,             0.88729,             0.95917,             0.63147,            0.036202,             0.01251,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.016757,           0.0086224,                   0,             0.95931,             0.88889,             0.95992,             0.65968,            0.036709,            0.012104,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.017342,           0.0093591,                   0,             0.95826,             0.88889,             0.95967,             0.64335,            0.036364,            0.011931,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,             0.01701,           0.0074616,                   0,             0.96081,             0.90836,             0.96419,             0.66202,            0.035832,            0.011534,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.016947,           0.0087006,                   0,             0.95457,             0.88889,             0.97753,             0.67255,            0.034602,            0.011824,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.018691,            0.008991,                   0,                   1,              0.8785,             0.97748,             0.67938,            0.034307,            0.012112,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.015579,           0.0079511,                   0,                   1,             0.88496,              0.9811,             0.66402,            0.034229,            0.012194,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,             0.01856,           0.0081082,                   0,             0.92226,             0.92593,              0.9804,             0.67294,            0.034055,            0.012202,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.016348,           0.0075994,                   0,                   1,             0.88272,             0.98125,             0.66757,            0.033653,            0.012297,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.016581,           0.0080708,                   0,                   1,             0.88532,              0.9792,                0.67,             0.03392,            0.012369,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017402,           0.0075021,                   0,                   1,             0.87924,             0.97648,             0.67155,            0.035143,            0.012483,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.017152,           0.0073389,                   0,             0.89548,             0.95222,             0.97467,             0.65193,            0.035976,            0.012419,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.015598,           0.0086695,                   0,             0.89628,             0.96026,             0.97124,             0.66526,            0.035716,             0.01162,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.014378,           0.0089471,                   0,             0.89015,             0.96296,             0.96857,              0.6676,            0.035915,            0.011591,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.015569,           0.0083306,                   0,             0.89206,             0.96296,               0.961,             0.66646,            0.035888,            0.011731,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.017174,           0.0089595,                   0,             0.89541,             0.96296,             0.96631,             0.64858,            0.034939,            0.011797,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.016529,           0.0080182,                   0,             0.96146,             0.92392,             0.96697,             0.67874,            0.035487,            0.012354,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,             0.01835,           0.0082405,                   0,             0.92769,             0.95057,             0.96511,             0.67298,            0.036327,            0.012562,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.016331,            0.008542,                   0,             0.92595,             0.92621,             0.96375,              0.6627,            0.036951,             0.01268,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.017143,           0.0083898,                   0,             0.92343,             0.89348,             0.96262,             0.66133,            0.037254,            0.013312,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.017275,           0.0085891,                   0,                   1,             0.84487,             0.96101,             0.65389,            0.036984,            0.013787,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,              0.0183,             0.00756,                   0,                   1,             0.84384,             0.96053,             0.65871,            0.037261,            0.013412,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.017526,            0.007242,                   0,             0.99988,             0.81481,             0.96737,             0.64997,            0.038033,            0.013208,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.015895,            0.008161,                   0,             0.96975,             0.81481,             0.96367,             0.65198,            0.037163,            0.013223,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.016466,           0.0073516,                   0,             0.92129,             0.86733,             0.93866,             0.65187,            0.036457,            0.013367,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017164,           0.0086306,                   0,                0.92,             0.85189,             0.95143,             0.66176,            0.036543,            0.013665,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.015662,           0.0083327,                   0,             0.92187,             0.87431,             0.93512,             0.64947,             0.03632,            0.013195,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.015622,           0.0084745,                   0,             0.95809,             0.84693,             0.93598,             0.65931,            0.035786,            0.012677,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016854,           0.0073458,                   0,             0.92007,             0.92593,             0.96264,             0.65651,             0.03599,             0.01258,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.016049,           0.0078385,                   0,             0.89249,             0.92248,             0.96495,             0.64331,            0.036123,            0.013371,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,             0.01473,           0.0077844,                   0,             0.97369,             0.81481,             0.96813,             0.64366,            0.035899,            0.013937,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.016822,           0.0075964,                   0,             0.88912,             0.89108,             0.97024,             0.63328,            0.035763,            0.013613,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016371,           0.0074072,                   0,             0.86556,             0.95409,             0.96791,             0.64523,            0.036345,            0.012808,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.016085,           0.0077999,                   0,             0.92416,             0.90301,             0.97521,             0.65905,            0.035337,            0.011962,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.016273,           0.0073951,                   0,             0.95994,              0.8875,              0.9774,              0.6517,            0.035707,            0.011442,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.016096,           0.0081055,                   0,             0.95986,              0.8857,             0.97644,             0.65919,            0.035797,            0.011311,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.017088,           0.0083384,                   0,             0.95995,             0.88773,             0.97525,             0.65042,            0.036117,            0.011179,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.016197,           0.0088025,                   0,              0.9597,             0.88224,             0.97845,             0.67296,            0.036464,            0.010936,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016998,           0.0074831,                   0,              0.8874,             0.96296,             0.97806,              0.6716,            0.036014,            0.011191,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.015536,           0.0083966,                   0,             0.89289,             0.96296,             0.98161,             0.67791,            0.036339,            0.011495,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.015774,           0.0077058,                   0,             0.92592,             0.96296,             0.98041,             0.67242,            0.035743,             0.01112,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.016839,           0.0069838,                   0,             0.92047,             0.96296,             0.96569,             0.68489,            0.036023,            0.010851,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.015675,           0.0081808,                   0,             0.89861,             0.98511,             0.97688,             0.66728,            0.035556,            0.010844,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.016363,           0.0078561,                   0,             0.89623,             0.95974,             0.96394,             0.66983,            0.036353,            0.010827,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.016606,           0.0079181,                   0,             0.89561,             0.95355,             0.96202,             0.67029,            0.035987,            0.011143,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.014334,           0.0078618,                   0,             0.91698,             0.92593,             0.95586,             0.64909,            0.036064,            0.011348,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.015566,           0.0077441,                   0,              0.8955,             0.95239,             0.95604,             0.64418,            0.036539,            0.011125,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016701,           0.0083408,                   0,             0.89985,             0.99842,             0.97811,             0.65818,            0.035855,            0.010831,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.014771,           0.0086068,                   0,             0.89783,             0.97668,             0.98115,               0.667,            0.035192,            0.010808,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.017426,           0.0071501,                   0,             0.89042,                   1,              0.9796,             0.66695,            0.036016,            0.011103,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017862,           0.0072744,                   0,             0.89623,             0.95979,             0.97933,             0.66605,            0.035633,            0.011318,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015277,           0.0078239,                   0,             0.89504,             0.94782,             0.97862,             0.65688,            0.035867,            0.011717,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.014449,           0.0076036,                   0,             0.89231,             0.92077,             0.97145,              0.6479,            0.035823,            0.012059,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.014623,           0.0080346,                   0,             0.89242,             0.92188,             0.96705,              0.6465,            0.035483,            0.012482,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.013178,           0.0077797,                   0,             0.86481,             0.94802,             0.96776,             0.65066,            0.035745,            0.012619,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.015237,           0.0075345,                   0,             0.86402,             0.94162,             0.96837,             0.63959,            0.036307,            0.012543,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.015922,           0.0071768,                   0,             0.86459,              0.9462,             0.96997,             0.66113,            0.036328,            0.012647,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.015886,           0.0078856,                   0,              0.8921,             0.91883,             0.96747,             0.65717,            0.036092,            0.013052,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.015703,           0.0071595,                   0,             0.89147,             0.91295,             0.96176,             0.65862,            0.036158,             0.01326,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.014535,           0.0073099,                   0,             0.89159,             0.91409,             0.96037,             0.65607,             0.03675,            0.013049,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.014785,           0.0081448,                   0,             0.89063,             0.90511,             0.96343,             0.64991,            0.036837,            0.013158,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.014457,           0.0089377,                   0,              0.8809,             0.88889,             0.94586,             0.65549,            0.036474,            0.012785,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.013504,           0.0074964,                   0,              0.8926,             0.92353,             0.94954,             0.66104,            0.036099,            0.012403,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014537,            0.007202,                   0,             0.87983,             0.92593,              0.9565,              0.6607,            0.036464,            0.012277,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.016248,           0.0076939,                   0,             0.92279,             0.88541,             0.95648,             0.65751,            0.036538,            0.012201,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,             0.01616,           0.0070567,                   0,             0.92281,             0.88567,             0.95118,             0.65553,              0.0366,            0.012128,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.014125,           0.0073212,                   0,             0.92296,             0.88749,             0.95126,             0.65921,            0.036843,            0.012319,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.015867,           0.0080385,                   0,             0.92298,             0.88778,             0.95408,              0.6622,            0.037114,            0.012239,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.015376,           0.0074256,                   0,             0.92191,             0.88889,             0.95726,             0.66783,            0.036276,            0.012026,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.014466,            0.007972,                   0,             0.89266,             0.92405,             0.98169,             0.66497,            0.035891,            0.011844,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014574,           0.0082667,                   0,             0.89395,             0.93689,              0.9795,             0.68463,            0.035081,            0.011968,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.014819,            0.006926,                   0,                   1,              0.8402,             0.97756,             0.68611,            0.034782,            0.012074,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.015443,           0.0071723,                   0,             0.89424,             0.93983,             0.97756,             0.68557,            0.034668,            0.012281,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014654,           0.0079892,                   0,             0.89316,               0.929,             0.97707,             0.67835,            0.035228,            0.012401,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.015941,           0.0076032,                   0,             0.99638,             0.88889,             0.98204,             0.67932,            0.035248,            0.012615,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,             0.01427,           0.0081128,                   0,                   1,             0.86633,             0.97398,             0.67243,            0.036459,            0.012996,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.013709,           0.0067729,                   0,                   1,             0.88597,             0.96971,             0.68475,            0.035944,             0.01318,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015543,           0.0074613,                   0,             0.98436,             0.88889,             0.96723,             0.66291,             0.03598,            0.012648,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.014301,           0.0075792,                   0,             0.98999,             0.88889,             0.96889,             0.65049,            0.036093,            0.012522,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.014038,           0.0076311,                   0,                   1,             0.88004,             0.97319,              0.6753,            0.035023,            0.012407,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.014136,           0.0083323,                   0,             0.92523,             0.91689,             0.97865,             0.67309,            0.034774,            0.012056,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.014279,            0.006995,                   0,              0.8945,             0.94237,             0.97533,             0.67625,            0.034758,            0.012115,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015355,           0.0077029,                   0,             0.89306,             0.92798,             0.97554,             0.67108,            0.034752,            0.012371,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.012955,           0.0069405,                   0,             0.99477,             0.88889,             0.97815,             0.66959,            0.034564,            0.012784,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.016205,           0.0070812,                   0,             0.97888,             0.85185,             0.97684,             0.68073,            0.034639,            0.013192,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.013351,           0.0066635,                   0,             0.92484,             0.91186,              0.9794,             0.68122,            0.034133,            0.013158,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.014936,           0.0067354,                   0,                   1,             0.88753,             0.98118,             0.68973,            0.034436,            0.012897,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014452,           0.0069072,                   0,                   1,             0.88685,              0.9831,             0.69521,             0.03448,            0.012676,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01337,           0.0069597,                   0,             0.92756,             0.94879,              0.9825,             0.68618,            0.034316,            0.012402,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.014739,           0.0075445,                   0,             0.98809,             0.88889,             0.98515,             0.68684,            0.034812,            0.012224,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.014492,           0.0071556,                   0,             0.96227,             0.94501,             0.98817,             0.69489,            0.034754,            0.012155,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,             0.01406,           0.0073073,                   0,             0.92448,             0.96296,             0.98547,             0.67789,            0.034704,            0.012495,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.014479,            0.007692,                   0,             0.92681,             0.93824,             0.98191,             0.68114,            0.034691,            0.012643,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.015654,           0.0073999,                   0,             0.89332,             0.93052,             0.97549,             0.67866,             0.03465,            0.012982,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.013805,           0.0077714,                   0,               0.891,             0.92593,             0.97545,             0.67814,            0.034659,            0.012552,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013628,           0.0064551,                   0,             0.92098,             0.88889,              0.9694,             0.67603,            0.034744,            0.012336,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.013423,           0.0077496,                   0,             0.92396,             0.90036,             0.97073,             0.65614,            0.034957,            0.012307,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.013441,           0.0077624,                   0,             0.85924,             0.90465,             0.94483,             0.65997,             0.03457,            0.011687,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.015101,           0.0078521,                   0,             0.92177,             0.92593,             0.97362,             0.66901,            0.034425,            0.011683,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.013143,           0.0062908,                   0,             0.89498,             0.94722,             0.97467,             0.65882,            0.034453,            0.011567,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.013846,           0.0069482,                   0,             0.89591,             0.95654,             0.97467,             0.66266,            0.035259,            0.011638,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.013398,           0.0061681,                   0,             0.89393,             0.93671,             0.97417,             0.65457,            0.035409,            0.011875,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.012958,           0.0062862,                   0,              0.8802,             0.92593,              0.9687,             0.67003,            0.035383,            0.011752,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016808,           0.0075221,                   0,             0.95971,             0.88243,              0.9687,             0.66387,            0.035455,            0.011797,                   0,            0.003961,            0.003961,            0.003961
                 307,             0.01291,           0.0079315,                   0,             0.89494,             0.94683,             0.97165,              0.6523,            0.035364,            0.011597,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.014635,           0.0059458,                   0,             0.99363,             0.85185,             0.95258,             0.65786,            0.035761,            0.011841,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.014977,           0.0069491,                   0,             0.99122,             0.85185,             0.96883,             0.66769,            0.035807,            0.012164,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.014155,           0.0089692,                   0,                   1,             0.84468,             0.96905,             0.66454,            0.035515,             0.01209,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.014012,            0.006881,                   0,             0.89265,             0.92402,             0.96985,             0.66599,             0.03482,            0.012072,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.014068,           0.0065866,                   0,             0.89194,             0.91736,              0.9666,             0.66731,            0.034996,             0.01234,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01257,           0.0059306,                   0,             0.89243,             0.92198,             0.96879,             0.66634,            0.035063,            0.012575,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013766,           0.0070082,                   0,             0.89221,             0.91986,             0.96997,              0.6638,            0.035232,            0.012602,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.013432,             0.00783,                   0,             0.89222,             0.92002,             0.96361,             0.65501,            0.035116,            0.012631,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.013734,            0.008294,                   0,             0.88525,             0.92593,             0.96071,             0.66678,            0.034697,            0.012804,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.013873,           0.0069567,                   0,             0.88542,             0.92593,              0.9588,             0.65989,            0.035099,            0.013035,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013187,            0.007095,                   0,             0.89057,             0.90453,             0.93808,             0.62802,            0.036649,            0.013922,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.013368,           0.0075033,                   0,             0.88818,             0.88273,             0.94536,             0.62894,            0.036886,            0.014306,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.013398,           0.0070683,                   0,             0.88793,             0.88058,               0.941,             0.65804,            0.036518,            0.014162,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013371,           0.0073465,                   0,             0.88874,             0.88758,             0.94172,             0.64825,            0.037204,            0.013623,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.012269,           0.0067339,                   0,             0.86296,             0.92593,             0.96633,             0.66613,            0.037262,            0.013313,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.013664,           0.0068422,                   0,             0.86345,             0.93705,             0.96375,             0.65674,            0.036876,            0.013144,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.013677,           0.0071869,                   0,             0.89342,             0.93158,             0.96821,             0.66899,            0.037165,            0.012983,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014224,           0.0068728,                   0,             0.91532,             0.88889,             0.96582,             0.66769,            0.037376,            0.012953,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.011935,           0.0061513,                   0,             0.91736,             0.88889,             0.94705,             0.66972,             0.03667,            0.012848,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.012528,           0.0067187,                   0,             0.91406,             0.92593,             0.95058,             0.66502,             0.03691,            0.013139,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.011569,           0.0061325,                   0,             0.92295,              0.8874,             0.95039,             0.66215,            0.036843,            0.013772,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.012904,            0.005779,                   0,             0.92363,             0.92593,             0.96244,             0.67194,            0.036214,            0.013914,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.013742,           0.0067569,                   0,             0.92554,             0.92593,              0.9498,             0.65043,             0.03547,            0.014169,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.012422,           0.0066332,                   0,             0.92303,             0.88835,             0.94693,             0.64331,            0.035957,             0.01488,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.014391,           0.0070235,                   0,             0.88889,             0.88894,             0.95399,             0.65683,            0.035188,            0.015004,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013194,           0.0077423,                   0,             0.88932,             0.92593,             0.95642,             0.64241,            0.035235,            0.014834,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.013944,           0.0068063,                   0,             0.88271,             0.92593,             0.96024,             0.66029,            0.035385,            0.014834,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013145,           0.0079488,                   0,             0.88215,             0.92593,              0.9648,             0.66263,            0.035267,            0.014473,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.012158,           0.0075473,                   0,             0.89405,             0.93793,             0.96574,             0.67089,            0.035344,            0.013906,                   0,            0.003367,            0.003367,            0.003367
